text,manually_annotated_label
BOEING AIMS TO IGNITE FARNBOROUGH AIRSHOW UNDER RECORD HEAT - RTRS,Company | Product News
ESPN+ MONTHLY SUBSCRIPTION TO RISE $3 - VARIETY,Company | Product News
"BOEING, U.S. NAVY DEMONSTRATE MANNED-UNMANNED TEAMING WITH SUPER HORNET FLIGHT TESTS",Company | Product News
"AMAZON’S DRONE DELIVERY IS COMING TO TEXAS   https://t.co/aTIXW3Yfal INC - AMAZON CUSTOMERS IN COLLEGE STATION, TEXAS, TO BE AMONG FIRST TO RECEIVE PRIME AIR DRONE DELIVERIES IN U.S.",Company | Product News
SK HYNIX IS SAID TO WEIGH CUTTING CAPEX BY A QUARTER IN 2023,Company | Product News
RIO TINTO LTD - QTRLY ALUMINIUM PRODUCTION 731 KT VS 816 KT AS REPORTED LAST YR,Company | Product News
RIO TINTO LTD - QTRLY MINED COPPER 126 KT VS 115.5 KT AS REPORTED LAST YR,Company | Product News
RIO TINTO LTD - QTRLY PILBARA IRON ORE SHIPMENTS (100% BASIS) 79.9 MT VS 76.3 MT AS REPORTED LAST YR  RIO TINTO LTD - QTRLY PILBARA IRON ORE PRODUCTION (100% BASIS) 78.6 MT VS 75.9 MT AS REPORTED LAST YR,Company | Product News
TOYOTA TO POSTPONE THE LAUNCH OF NEW CROWN SEDAN ON PARTS - NIKKEI,Company | Product News
META SAYS AWARE THAT SOME PEOPLE ARE HAVING TROUBLE ACCESSING INSTAGRAM - SPOKESPERSON   SAYS WORKING TO GET THINGS BACK TO NORMAL ON INSTAGRAM AND APOLOGIZE FOR ANY INCONVENIENCE,Company | Product News
Instagram down for thousands of users - Downdetector,Company | Product News
"BLACKROCK SAYS ALWAYS FOCUSED ON MANAGING ENTIRE DISCRETIONARY EXPENSE BASE, TO CONTINUE TO BE PRUDENT IN EVALUATING OVERALL LEVEL OF SPEND AS NEEDED",Company | Product News
ELON MUSK - MUSK DOES NOT BELIEVE MAY 17 SOCIAL MEDIA POSTS REGARDING SPAM &amp; FAKE ACCOUNTS ON TWITTER PLATFORM TRIGGERED ANY REQUIRED AMENDMENT TO PREVIOUSLY FILED 13D,Company | Product News
ALIBABA CUTTING OVER A THIRD OF ITS INVESTMENT TEAM AFTER REGULATORY LOCKDOWN || ALIBABA TO REDUCE DEALS TEAM TO AROUND 70 AFTER THE CUTS - SOURCES - RTRS  ALIBABA JOB CUTS MAINLY INVOLVE MID-LEVEL AND SENIOR STAFF IN MAINLAND CHINA -SOURCES - RTRS,Company | Product News
INTEL PLANS PRICE HIKES ON BROAD RANGE OF PRODUCTS- NIKKEI,Company | Product News
Meta Asks Managers To Identify Staff For Layoffs   https://t.co/AdU9bJIHBH,Company | Product News
Embattled crypto lender Celsius files for bankruptcy protection  https://t.co/Gzh2G2JxDt,Company | Product News
"TWITTER SAYS ATTRITION IS SLIGHTLY HIGHER THAN BEST PRACTICE FOR NORMAL MACROECONOMIC TIMES, BUT REMAINS INLINE WITH CURRENT INDUSTRY TRENDS  MUSK HAS NOT PROVIDED HIS CONSENT TO IMPLEMENT TWO TAILORED EMPLOYEE RETENTION PROGRAMS",Company | Product News
"TWITTER - AS OF JULY 13, STOCKHOLDER APPROVAL OF DEAL WITH MUSK IS ONLY REMAINING APPROVAL OR REGULATORY CONDITION TO CONSUMMATING CLOSING OF DEAL",Company | Product News
TWITTER SAYS MAY CONTINUE TO SEE RESTRUCTURING AND ORG CHANGES AS WE CONTINUE TO ALIGN WITH OUR REVISED BUSINESS NEEDS- FILING,Company | Product News
TWITTER SAYS NOT LOOKING AT COMPANY-WIDE LAYOFFS - FILING,Company | Product News
"TWITTER CEO PARAG AGRAWAL, IN EMAIL DATED JULY 12, SAYS CURRENT ENVIRONMENT MACROECONOMIC, GEOPOLITICAL, SOCIETAL PRESENTS ADDITIONAL COMPLEXITIES, CHALLENGES FOR US AND OUR INDUSTRY",Company | Product News
NETFLIX SELECT  MICROSOFT AS PARTNER FOR AD-SUPPORTED SERVICE,Company | Product News
SPACEX STARSHIP BOOSTER 'PROBABLY' RETURNING TO LAUNCH STAND NEXT WEEK AFTER EXPLOSION - ELON MUSK,Company | Product News
PANASONIC HOLDINGS TO TRIPLE OR QUADRUPLE EV BATTERY PRODUCTION CAPACITY BY 2028 FROM CURRENT LEVEL OF ROUGHLY 50 GIGAWATT-HOURS PER YEAR - NIKKEI,Company | Product News
PANASONIC HOLDINGS TO INVEST SEVERAL BLN DOLLARS IN SECOND U.S. EV BATTERY FACTORY IN KANSAS TO SUPPLY A NEW HIGH-CAPACITY BATTERY FOR TESLA - NIKKEI,Company | Product News
PANASONIC TO BUILD EV BATTERY PLANT FOR TESLA IN U.S. STATE OF KANSAS - NIKKEI,Company | Product News
Nikon to stop digital SLR camera development   https://t.co/KKGcq6cRgu,Company | Product News
Amazon launches cancer vaccine clinical trial in partnership with Fred Hutchinson   https://t.co/8zJ5I1l1ov,Company | Product News
GOOGLE PULLS BACK HIRING IN FACE OF ECONOMIC UNCERTAINTY - INSIDER,Company | Product News
GOOGLE HAS CUT BACK SOME HIRING PLANS FOR 3Q - INSIDER,Company | Product News
FACEBOOK ENDED CONTRACT WITH AMENITY FIRM ABM INDUSTRIES - CNBC,Company | Product News
UK'S NETWORK RAIL OFFERS WORKERS PAY RISES IN BID TO AVERT FURTHER STRIKES - FT,Company | Product News
"DJ - NETFLIX HAS BEGUN TALKS WITH STUDIOS SUCH AS WARNER, UNIVERSAL AND SONY",Company | Product News
DJ - NETFLIX IN TALKS WITH HOLLYWOOD STUDIOS TO FACILITATE NEW AD-SUPPORTED PLATFORM,Company | Product News
"RUSSIA'S NOVATEK SAYS HYDROCARBON PRODUCTION TOTALED 316.6 MLN BOE IN FIRST HALF 2022, INCLUDING 40.89 BCM OF NATURAL GAS AND 5.8 MLN TONS OF LIQUIDS",Company | Product News
"RUSSIA'S NOVATEK SAYS IN Q2 2022, NOVATEK'S HYDROCARBON PRODUCTION TOTALED 156.6 MLN BARRELS OF OIL EQUIVALENT (BOE), INCLUDING 20.25 BLN CUBIC METERS (BCM) OF NATURAL GAS AND 2.8 MLN TONS OF LIQUIDS",Company | Product News
"AMAZON SAYS ANNOUNCING A NEW VERSION OF THE DASH CART, OFFERING NEW FEATURES TO MAKE SHOPPING WITH THE DASH CART EASIER AND MORE CONVENIENT",Company | Product News
WARNER BROS -  TO BE IN TALKS WITH AMAZON FOR NEW HBO MAX DEAL,Company | Product News
AMAZON DEVELOPING  ON CANCER VACCINES WITH FRED HUTCHINSON -  INSIDER,Company | Product News
RIVIAN AUTOMOTIVE PLANS TO CUT ABOUT 5% OF WORKFORCE - BBG,Company | Product News
Exclusive: KPMG’s boss in the UAE has told staff the firm will rerun the election for his position and hire an external law firm to review governance in response to criticisms of his leadership and partner infighting  https://t.co/gFYant2Ce6,Company | Product News
"Exclusive: Staff at BT Sport consulted with rivals at Sky about pay rates for freelance workers in 2018, according to an email that appears to suggest collusion between the broadcasters  https://t.co/qh9V8sqh69",Company | Product News
Royal Mail could be changing its name  https://t.co/J5li76ppIX,Company | Product News
"Santander, Virgin Money, Visa and Beazley have become the latest financial services companies to offer pay rises or one-off bonuses to UK staff to help deal with the soaring cost of living  https://t.co/Hw8woCMyFP",Company | Product News
Netflix lost about 1mn subscribers in the second quarter as the streaming group tried to assuage investor fears about its business prospects  https://t.co/24bv04LmgW,Company | Product News
"Opinion: Having tried to walk away from his $44bn purchase of Twitter, Musk could be hit with a legal order within five months to close the transaction  https://t.co/hx0SrC7Hbk",Company | Product News
Netflix loses 1mn subscribers but defections are fewer than feared  https://t.co/b97TsBsIJY,Company | Product News
Exclusive: SoftBank has paused plans for a London initial public offering of Arm because of the political turmoil in the UK government  https://t.co/UqaJJg23hI,Company | Product News
Credit Suisse has warned clients that its effort to recover the money it lent via failed finance company Greensill Capital will cost $291mn  https://t.co/glQBS17pfl,Company | Product News
"Some critics fear Novo Nordisk will be too successful in converting doctors, who often find drugs are a convenient crutch when they lack the time or skill to dig into the roots of a problem. For big pharma, this means more profit from over-prescription.  https://t.co/8Uf0OdCRxj  https://t.co/SwCcON0Vq0",Company | Product News
"Before the company can make Wegovy mainstream, it has to convince doctors to prescribe it (and insurers and governments to pay for it), persuade patients to sign up for some heinous side effects, and address assumptions about obesity and weight-loss drugs.  https://t.co/8Uf0OdCRxj  https://t.co/FpwqM8RGzL",Company | Product News
"Wegovy, made by Danish drugmaker Novo Nordisk, is the first of a new generation of obesity treatments  that use a hormone to regulate appetite  https://t.co/8Uf0OdCRxj  https://t.co/Kb4GkpTBZn",Company | Product News
Elon Musk has accused Twitter of an 'unjustifiable request to rush' the trial to determine whether he should be forced to complete a $44bn deal to buy the company  https://t.co/mJmP28UoMW,Company | Product News
The global boss of PwC said the firm would report record revenues of about $50bn this year as he defended the model of combining audit and consulting services  https://t.co/eHoYW8BY0d,Company | Product News
EDF’s problems pile up as full nationalisation looms  https://t.co/xPSn0hvUIB,Company | Product News
Tiger Global-backed Missfresh faces fight for survival  https://t.co/f0Ja48InFl,Company | Product News
TikTok is resisting calls to preserve and hand over access to its content for war crime investigations into Russia's invasion of Ukraine  https://t.co/dJ3kZFndgu,Company | Product News
Celsius Network reveals $1.2bn shortfall in bankruptcy filing  https://t.co/n6P3DUYvbl,Company | Product News
Opinion: It is hard to see how Twitter will outsmart Musk. Forcing him to buy a company he no longer wishes to own is not a good outcome for the business. Nor is prolonged uncertainty welcome for its employees  https://t.co/vLjZ6ddLgO,Company | Product News
"The Dubai state-owned airline said it would ignore London Heathrow’s decision to limit flights, joining a growing backlash from airlines against the airport’s attempt to avert travel disruption  https://t.co/QeRKw3bekV",Company | Product News
"Celsius Network, one of the world’s largest cryptocurrency lenders, has filed for bankruptcy, following a wave of digital asset companies that have frozen assets  https://t.co/LCEAIDOYd0  https://t.co/CTCfvvUJWU",Company | Product News
"Novo Nordisk’s Wegovy uses a hormone to regulate hunger. It’s wildly effective, but is it misguided?  https://t.co/iflofewk4r",Company | Product News
Exclusive: Deutsche Bank has suffered delays projected to last months and cost overruns on the integration of two IT systems  https://t.co/zQA7qDUoIg,Company | Product News
"Celcius Network, one of the world's largest cryptocurrency lenders, has filed for bankruptcy a month after it froze customer assets  https://t.co/oYRxaf9VE2",Company | Product News
Crypto lender Celsius files for bankruptcy in New York  https://t.co/gQ7A7F6Omg,Company | Product News
"New studies are raising questions about Pfizer’s antiviral drug Paxlovid, especially regarding its effectiveness in lower-risk patients and whether the coronavirus could become resistant to it  https://t.co/bFdtvX5SpN",Company | Product News
"Netflix is partnering with Microsoft to build an advertisement-supported tier of its streaming service, as it races to offer a cheaper option for consumers while it faces tough competition and soaring inflation  https://t.co/2afXrJhb3r",Company | Product News
Netflix teams up with Microsoft for ad-supported streaming tier  https://t.co/rPFFQQ5i4r,Company | Product News
"The electric vehicle start-up pledged to cut costs by a third to prevent its cash reserves from drying up, making it the latest new carmaker to scale back staff  https://t.co/1KUZrTJhrY",Company | Product News
"In its fight to force Elon Musk to honour his agreement to buy Twitter for $44bn, the company has armed itself with the billionaire’s own tweets  https://t.co/TJyxVIFfVp",Company | Product News
"Live news updates: Delivery start-up Gopuff to axe about 1,500 employees  https://t.co/5D71qvs9Hp",Company | Product News
"Baker McKenzie has increased pay for London-based junior lawyers to £110,000, becoming the latest firm to take a more aggressive stance on attracting talent  https://t.co/pf8bYyP8Xq",Company | Product News
"JAB Holdings has found a cute solution to boosting its mixed returns: investment in pets, vets and insurance  https://t.co/YIu3DXqKSZ  https://t.co/5dzuSqyhoU",Company | Product News
Twitter calls Musk’s bid to scuttle $44bn deal ‘invalid and wrongful’  https://t.co/ChI7BBFZrp,Company | Product News
"Ford plans to cut up to 8,000 jobs: report  https://t.co/XcCo04Z83E $F",Company | Product News
Tesla sells $936 million worth of bitcoin in the second quarter  https://t.co/FdSjbnZPyD by @DsHollers  https://t.co/mXq1We4Hxu,Company | Product News
"KFC is testing a new white meat chicken nugget in select locations around Charlotte, North Carolina. Yahoo Finance reporter @BrookeDiPalma traveled to the Colonel's Headquarters in Louisville, Kentucky to sample the new offering.  https://t.co/rD1hrCTyiW",Company | Product News
Cathie Wood’s $ARKK ETF is set to liquidate its transparency ETF. @alexandraandthecity explains:  https://t.co/PTJ6hjO7JF,Company | Product News
Substack CEO details winning at subscriptions 'to the exclusion of advertising'  https://t.co/bVEqhVpN00 by @AkikoFujita  https://t.co/lIyvHPd9MI,Company | Product News
Goldman Sachs CEO: 'There is no hiring freeze' despite economic slowdown  https://t.co/i3Z8M5rH8v by @BrianSozzi  https://t.co/lR2fsqvBbO,Company | Product News
Cathie Wood's Ark Invest to liquidate transparency-themed fund  https://t.co/TOI1uU41OH by @alexandraandnyc  https://t.co/IrtpDTGuFH,Company | Product News
Netflix sheds 1 million users in Q2 — why one analyst says that's still 'good' news  https://t.co/jnyHB5wVnl by @alliecanal8193  https://t.co/UZeJolVTm7,Company | Product News
.@Pras_S breaks down Q2 expectations for $TSLA:  https://t.co/0ZNEJDk9a0,Company | Product News
".@Danielhowley breaks down Microsoft’s workplace social media app, Viva Engage:  https://t.co/PvyN0Mkk1R",Company | Product News
Inflation: Little Caesars sees uptick in orders as pizza chain leans on value  https://t.co/YWXYrnvv4u by @alliecanal8193  https://t.co/zKEdCXSy89,Company | Product News
Netflix's next chapter will feature this card game company  https://t.co/A21cFzJ3gG by @agarfinks  https://t.co/RAllYGxe1T,Company | Product News
"Air New Zealand is focused on the future of passenger comfort, with plans for long haul #flights outfitted with amenities like nap areas 😴. @FlyAirNZ CEO Greg Foran joined Yahoo Finance Live on July 11 to explain the ‘Skynest'.  https://t.co/dIQsMncejM",Company | Product News
Covid-19 vaccine manufacturing is 'right-sizing': J&amp;J CFO  https://t.co/trrEggNh9D by @AnjKhem  https://t.co/FjMio3D4kC,Company | Product News
"Chevy Blazer EV SUV coming ‘at the right time,’ GM exec says  https://t.co/YAxRK12uaV by @Pras_S  https://t.co/f8EWEcYRwA",Company | Product News
Microsoft debuts workplace social app Viva Engage  https://t.co/gJX7DzmNeM by @DanielHowley  https://t.co/9nGsF2yjuy,Company | Product News
"“There's not a hiring freeze at Goldman [Sachs],” $GS CEO @DavidSolomon says, adding: “We've done a significant amount of hiring. We had planned to do meaningful hiring in the back half of the year and we’re slowing it down, but we haven’t frozen it.”  https://t.co/jmpVJnPiZc",Company | Product News
"“The consumer is starting to lean in much greater in the EV space than they ever have… they're looking for brands that they can trust — Chevrolet is certainly there,” Global @chevrolet Vice President Scott Bell says on the 2024 Blazer EV. Full interview:  https://t.co/qcJjAKxixB",Company | Product News
Celsius reveals $1.2 billion hole and floats bitcoin mining fix during first day of bankruptcy trial  https://t.co/c5vC6yuJbg by @DsHollers  https://t.co/HhlpOEjxGr,Company | Product News
$GS and $AAPL plan to slow hiring and spending growth in 2023.  https://t.co/ThvvUFHO1D,Company | Product News
"“We certainly want to lessen the burden in terms of patients and how their drugs are administered,” @JNJNews CFO Joe Wolk told @AnjKhem.  https://t.co/JCrvVy9KGS",Company | Product News
Why Apple's sports streaming play won't matter much: Analyst  https://t.co/NH4Sk5dTbk by @_JoshSchafer  https://t.co/KiqOYM8PCc,Company | Product News
Former Gap CEO: I can't remember seeing this much discounting in retail  https://t.co/a7mblhElXN by @BrianSozzi  https://t.co/m7ky4aOemY,Company | Product News
Formula E emerges as 'real-world testbed' for EV technology  https://t.co/8tcYKresQU by @Pras_S  https://t.co/92Bgiq2Djp,Company | Product News
